,id,source,destination,surge_multiplier,price,cab_type,datetime,short_summary,distance
58106,016c235c-268a-49b7-a682-88c145bac34f,West End,Northeastern University,1.0,11.5,Uber,2018-11-27 14:54:22, Overcast ,3.08
21283,990ed25b-57eb-4825-a264-22cb242891ef,Financial District,Haymarket Square,1.0,5.0,Lyft,2018-12-16 09:35:11, Mostly Cloudy ,1.1
503279,5e30e768-6bb4-4f75-8960-59116588b99d,Beacon Hill,Northeastern University,1.0,10.5,Lyft,2018-12-15 08:25:06, Overcast ,2.44
572330,4e4e9c4f-93f7-4daa-8078-129f8fa4b1a5,North Station,Boston University,1.0,11.5,Uber,2018-11-29 20:43:01, Partly Cloudy ,3.01
129996,c9d1c111-2a57-4710-a43c-93bc66148751,South Station,Back Bay,1.0,11.0,Lyft,2018-12-01 18:43:00, Partly Cloudy ,2.53
277317,a7c34b1d-fb2a-467a-b9ae-e6e9f6e59d1d,North End,Back Bay,1.0,10.5,Uber,2018-12-17 03:20:03, Light Rain ,2.73
453333,4849e443-7b25-4417-a398-2ea1b1356925,Theatre District,North End,1.0,9.5,Uber,2018-12-15 15:40:05, Mostly Cloudy ,1.57
296665,4594a4c0-f4a6-47a4-bd99-303ecd63bea5,Back Bay,North End,1.0,19.5,Lyft,2018-12-15 03:10:03, Overcast ,3.29
517458,b8d998fe-22ff-4a4c-8b34-f404abb723f2,Haymarket Square,North Station,1.0,11.0,Uber,2018-12-03 19:48:05, Overcast ,0.49
295911,21b59da6-028c-40c0-bc91-3b3b220581e3,Boston University,Financial District,1.0,10.0,Uber,2018-12-02 20:22:59, Possible Drizzle ,4.72
322014,dcf6a271-9e04-4a47-a2b7-9124410ba3d5,Northeastern University,Back Bay,1.0,16.5,Lyft,2018-11-29 05:58:02, Mostly Cloudy ,1.26
385273,46a6e989-d07a-414b-9eb2-5e7e3f5c80da,Boston University,Financial District,1.0,15.0,Uber,2018-11-28 13:56:07, Partly Cloudy ,4.76
359482,feb97e4e-c8bc-4b45-92ed-a50606c692c9,Northeastern University,Theatre District,1.0,15.5,Uber,2018-12-04 05:08:04, Mostly Cloudy ,2.81
37294,d34ed3c5-f28d-4d15-946a-16224c2a0fd8,North Station,Fenway,1.0,27.5,Lyft,2018-11-30 06:57:55, Clear ,3.2
422132,2aed1c61-4112-4498-8f29-4266bad8b71e,North End,Back Bay,1.0,32.5,Lyft,2018-11-29 12:18:00, Partly Cloudy ,2.8
556918,22f428ab-fd84-4df3-b165-71e8191d382f,Northeastern University,Theatre District,1.0,8.0,Uber,2018-11-28 21:23:08, Overcast ,1.94
433092,c7ea3b66-668a-4d28-a66e-d7f9d83d5b62,North End,Beacon Hill,1.0,29.5,Uber,2018-11-30 09:37:59, Clear ,1.9
105076,9e08e419-399c-42a3-aaf3-181680185f61,Beacon Hill,South Station,1.0,14.0,Uber,2018-12-01 02:23:08, Overcast ,2.48
27727,82e95b1d-7ef0-4747-96d6-f239babf9eb8,North End,Financial District,1.0,27.5,Uber,2018-11-27 22:30:23, Partly Cloudy ,1.07
644692,b0e1c2c0-6bf6-4e8d-8b55-afd4e1a5a039,Theatre District,Boston University,1.25,26.0,Lyft,2018-12-02 22:58:07, Overcast ,3.14
430894,4173725f-c120-47fb-b4bc-d22927f54d7a,Fenway,North Station,1.0,17.5,Uber,2018-12-02 18:13:05, Light Rain ,3.07
291884,0a849c79-1c7f-42da-9609-7555b15e70a7,Fenway,West End,1.0,7.0,Lyft,2018-11-26 09:29:13, Overcast ,2.84
526196,9042ef23-a918-4d53-86d4-636ce658d6d2,North End,Theatre District,1.0,26.0,Lyft,2018-11-28 18:16:26, Overcast ,1.54
342967,b37518ca-deab-49cc-a8ae-849fb816c7f3,North End,Back Bay,1.0,12.0,Uber,2018-11-27 13:12:23, Possible Drizzle ,2.62
552096,e540b4ec-10e0-48dc-b1b7-2d36b656301e,Back Bay,Haymarket Square,1.0,12.5,Uber,2018-11-29 10:22:57, Partly Cloudy ,3.79
341578,304557b4-e6ea-4199-a9c2-e39d8c2ca8f3,Beacon Hill,Boston University,1.0,27.0,Uber,2018-11-28 09:55:37, Partly Cloudy ,2.27
323291,8d369904-cf79-4206-b8ae-09fc9e68a5d7,Northeastern University,West End,1.0,10.5,Uber,2018-11-26 11:41:10, Foggy ,3.34
690023,5d55440d-e626-4641-b2b0-871cb0668e6b,West End,South Station,1.0,16.0,Uber,2018-11-27 12:48:22, Light Rain ,2.14
619282,14ce553d-9641-4ee8-aee7-0d8947cc85a2,South Station,Financial District,1.0,15.5,Uber,2018-12-17 01:55:03, Rain ,0.63
438529,8be87b68-eddb-44f4-a0dc-d00450e0fcf0,Back Bay,North End,1.0,34.0,Uber,2018-11-27 01:17:22, Rain ,2.33
269340,66c6e6d3-8807-4a11-9da5-cfb2248560ea,West End,Haymarket Square,1.0,8.0,Uber,2018-12-03 10:58:03, Overcast ,0.86
348458,7a9611d2-5833-4584-9ab5-e58f5af65c09,Haymarket Square,West End,1.25,32.5,Lyft,2018-12-15 22:05:09, Partly Cloudy ,0.68
74823,1aba77ef-ab03-44d7-9272-990260472840,Financial District,Northeastern University,1.0,38.0,Lyft,2018-11-27 21:09:22, Mostly Cloudy ,3.43
462239,6e704eb3-bfaa-4f62-a271-2fcc0fe3aeab,South Station,Beacon Hill,1.0,29.5,Uber,2018-12-02 03:22:56, Mostly Cloudy ,2.58
109520,7ec78343-42bb-40b7-b1b6-39edb3cf849a,Boston University,Theatre District,1.0,27.5,Lyft,2018-12-02 13:13:07, Light Rain ,2.96
541614,131da241-b4ff-4385-8c3f-33934f6da38c,Haymarket Square,West End,1.0,3.0,Lyft,2018-11-28 00:03:21, Clear ,0.64
229370,ed7675bb-d272-4b28-8475-28a05a27f7f9,Boston University,Theatre District,1.0,7.0,Lyft,2018-12-03 16:12:57, Partly Cloudy ,2.96
551979,bb4843e4-f2fe-4bac-b8c9-4cde2a2eab7c,North Station,South Station,1.0,8.0,Uber,2018-11-28 23:45:59, Overcast ,2.17
286319,9c8ec0bd-111f-462f-b1b4-d1b0ecd582b7,North Station,North End,1.0,7.0,Uber,2018-11-27 16:06:23, Overcast ,1.08
408659,6aeaddbd-cc22-4c7d-9971-32ef5d66c6a5,Back Bay,Haymarket Square,1.0,26.0,Uber,2018-12-14 19:30:07, Partly Cloudy ,2.32
439400,b4cac624-efcf-4eb7-a6f8-be6c109d0723,North End,Back Bay,1.0,23.5,Uber,2018-12-13 15:45:14, Partly Cloudy ,2.84
386458,0137b3ea-c626-4bc1-bcdc-40adce5c02fa,North Station,North End,1.0,10.5,Uber,2018-11-27 08:03:23, Light Rain ,1.08
585201,ca531e9f-a47b-4108-8ba3-cebeaac827ea,Back Bay,South Station,1.0,41.0,Uber,2018-12-17 14:30:11, Overcast ,6.26
444526,99e46721-d9c2-4427-98f3-c6812d193553,Back Bay,Boston University,1.0,15.5,Uber,2018-12-03 01:07:57, Overcast ,1.44
31872,ccb5f15d-1072-464d-be98-f64967e16c8a,Fenway,Theatre District,1.0,11.0,Lyft,2018-11-29 21:02:57, Partly Cloudy ,2.71
369493,940bb837-2dee-4c6a-9d5a-a65da2aecb57,North End,Back Bay,1.0,25.0,Uber,2018-11-26 13:08:09, Overcast ,2.36
42343,d0872fcc-43cc-4d02-a66d-d5a3ca9be774,Theatre District,Boston University,1.0,9.0,Uber,2018-11-27 21:42:22, Mostly Cloudy ,2.62
305386,57ef7618-5e04-41a8-88ec-6960392be080,Northeastern University,Theatre District,1.0,32.5,Lyft,2018-11-27 12:24:22, Light Rain ,2.64
326964,19fef85c-3b3e-4404-898e-8bc465f10925,West End,North End,1.0,11.0,Uber,2018-11-29 01:08:07, Mostly Cloudy ,0.98
229048,d84a8dd6-8902-430e-a772-8e5f6c92742d,South Station,West End,1.0,9.0,Lyft,2018-12-01 22:27:59, Partly Cloudy ,1.8
600542,3a77f5cd-32b0-4389-ae28-91d07f354da3,South Station,Financial District,1.25,19.5,Lyft,2018-12-17 02:10:03, Light Rain ,0.69
86989,a09b68f6-f6fe-4f47-a6ef-594395a4fd9e,Fenway,Back Bay,1.0,13.5,Lyft,2018-12-02 16:43:01, Light Rain ,1.43
123776,e280dae4-08bc-4a4f-bb39-102b30f360fb,Northeastern University,Beacon Hill,1.0,17.0,Uber,2018-12-03 17:57:59, Mostly Cloudy ,2.61
206350,6d512b8d-2e38-49a7-a655-971908ebf9cb,Fenway,West End,1.0,15.0,Uber,2018-11-26 17:23:09, Overcast ,2.72
494062,2ab17476-30a1-4b48-9abb-71610b80d7d9,North Station,Northeastern University,1.0,10.5,Lyft,2018-12-03 05:03:00, Foggy ,3.36
86110,d6ae4095-4945-4382-baf6-a2aac88201f3,Boston University,Theatre District,1.0,10.5,Uber,2018-11-27 01:21:22, Rain ,2.99
539372,29c62c67-ea4d-4ebb-a50c-7a931ba7d6ce,Boston University,Theatre District,1.0,7.0,Lyft,2018-11-28 11:59:08, Mostly Cloudy ,2.96
246356,9e5687b4-f4a0-4e43-8e19-3e302e9baf00,Northeastern University,Financial District,1.0,3.5,Lyft,2018-11-30 12:58:01, Clear ,4.03
542006,ec443de7-30f2-4f5d-a70d-7e4ea5fffdc5,Beacon Hill,Boston University,1.0,16.5,Lyft,2018-12-02 02:18:02, Partly Cloudy ,2.35
295589,9d28111f-c360-4b0b-a83e-765eddbe94f8,Financial District,Fenway,1.0,13.5,Lyft,2018-12-04 04:02:58, Mostly Cloudy ,4.51
24131,30795227-140b-461f-a517-8ebeee760da4,Haymarket Square,North Station,1.0,11.0,Lyft,2018-11-28 23:08:07, Overcast ,0.43
490694,3a653aa4-b800-4512-a78f-e93ede6d9d10,Haymarket Square,Beacon Hill,1.0,10.5,Uber,2018-11-27 05:24:21, Rain ,2.85
323660,9c108ef9-9489-4e73-98da-6f136f6edc66,South Station,West End,1.0,29.0,Uber,2018-12-16 14:10:11, Overcast ,1.97
317613,e25795fd-6770-46a7-bd38-85d90ad92968,Boston University,North Station,1.0,8.0,Uber,2018-11-27 18:27:23, Overcast ,3.39
465429,aba6e77c-d3d2-4ecf-a8fb-2060722f9e07,North End,North Station,1.0,9.5,Uber,2018-12-18 19:15:09, Clear ,1.03
557233,80865109-bac5-41de-980d-fa78d48595c5,Financial District,Haymarket Square,1.0,12.5,Uber,2018-12-03 16:53:02, Partly Cloudy ,0.92
100748,941f0f01-6dec-424a-9a96-4f5a82c27853,South Station,Financial District,1.0,6.0,Uber,2018-12-03 09:13:05, Overcast ,0.63
419973,9a9903b4-b7b3-4e15-a2ca-d85b887eca6a,Haymarket Square,Beacon Hill,1.0,13.0,Uber,2018-12-15 05:05:05, Overcast ,0.91
323363,44e24d54-95e7-4ad4-b86e-689ca506746e,Boston University,Back Bay,1.0,8.0,Uber,2018-12-04 04:28:00, Mostly Cloudy ,1.56
490800,63e7d07c-d0b6-4e62-971c-8620619e86ab,Northeastern University,North Station,1.0,7.0,Lyft,2018-12-17 13:50:06, Overcast ,3.25
249323,f179fa6e-12ba-4202-b26b-5c31b0c638ed,Beacon Hill,North End,1.0,7.0,Lyft,2018-11-26 21:41:09, Overcast ,2.07
454452,75ed918f-eb05-4506-aa65-1a163492ddf0,Back Bay,Haymarket Square,1.0,32.5,Uber,2018-12-15 01:55:05, Overcast ,2.32
465536,d91dc87d-788e-44cf-8313-91cb56e707e4,Theatre District,Fenway,1.0,22.0,Uber,2018-11-27 13:21:23, Possible Drizzle ,2.66
67846,60b3d6dd-234f-4bb6-b5e0-9b1ebd2753d8,South Station,Financial District,1.0,10.5,Lyft,2018-11-26 16:38:10, Overcast ,0.61
596357,26448454-1661-45f8-82d4-3e9c8aa1ad83,North Station,Fenway,1.0,35.0,Uber,2018-11-28 22:03:39, Overcast ,3.05
147123,409b1a72-3801-4205-aa2d-edae689f35ae,Northeastern University,West End,1.0,21.5,Uber,2018-12-16 07:15:12, Partly Cloudy ,2.86
352989,41ad240d-77a3-4091-98fd-3cfb788f06e9,Back Bay,Haymarket Square,1.0,30.5,Uber,2018-12-18 09:50:03, Overcast ,2.32
394184,ecdd1623-f35a-4175-909d-e5414fba13bf,Theatre District,Fenway,1.0,8.5,Uber,2018-12-14 21:25:03, Mostly Cloudy ,2.66
145160,4cedc799-dc74-4975-816e-3e8956a60f48,Theatre District,South Station,1.0,7.0,Uber,2018-12-16 18:05:11, Overcast ,0.55
568154,84f77f81-3171-4075-a71b-d0a1291520e5,Fenway,Beacon Hill,1.0,16.5,Uber,2018-12-01 10:08:02, Partly Cloudy ,2.46
274168,d1b960c6-2cd4-404f-a813-18112eebf95d,Northeastern University,Theatre District,1.0,8.0,Uber,2018-12-03 21:48:01, Partly Cloudy ,1.89
128766,4f765375-afb6-4255-911a-dc7cc4b522fb,Financial District,Haymarket Square,1.0,15.0,Uber,2018-12-04 02:53:04, Partly Cloudy ,1.25
661757,1cd6a0bd-26c1-4bc6-9ec6-66c3b6e9a850,South Station,Financial District,1.25,22.5,Lyft,2018-12-02 05:23:06, Overcast ,0.53
452326,7875a70d-cf79-4f54-a7fc-fc9218527f5a,Beacon Hill,Fenway,1.0,22.0,Uber,2018-12-04 02:48:02, Partly Cloudy ,2.31
501251,7772e0e3-de7b-4873-b78c-7d0f461a4452,Fenway,Back Bay,1.0,11.5,Uber,2018-12-18 06:10:05, Overcast ,1.5
228075,1adeba10-e405-461b-97af-cf38a8e0e46f,Fenway,North Station,1.0,11.5,Uber,2018-11-26 23:30:14, Light Rain ,3.07
647057,b296e92e-b7f9-4afb-b108-cb07dcb858dc,North Station,Haymarket Square,1.0,11.0,Lyft,2018-12-16 04:55:10, Clear ,0.71
39975,eb7c54e6-e675-46cc-a7c2-41405ec68186,Boston University,North Station,1.0,10.5,Uber,2018-12-15 09:45:10, Overcast ,3.39
689797,b17df367-cbc5-4551-b8fb-3cb3d8653c6b,Northeastern University,Beacon Hill,1.0,30.0,Lyft,2018-11-29 00:08:07, Mostly Cloudy ,2.39
324241,e42381af-6d38-4684-a7b9-79e3da63e5d5,Theatre District,Fenway,1.0,10.0,Uber,2018-12-03 01:43:05, Overcast ,2.66
140939,7969de21-5b0e-40cb-856c-f26ce081c9e7,Northeastern University,Financial District,1.0,9.0,Lyft,2018-11-30 13:53:02, Clear ,3.17
136648,b63cb6ae-e3c1-4774-97ee-4d2575111123,Back Bay,North End,1.0,19.5,Lyft,2018-12-17 04:55:13, Light Rain ,2.98
600673,4b3215fe-187b-43f0-8b23-d53674a14afe,South Station,West End,1.0,30.0,Lyft,2018-12-16 21:25:15, Overcast ,1.76
75696,449c578f-20e8-4c0c-9495-ea820387e3c9,South Station,Theatre District,1.0,7.5,Uber,2018-11-27 13:33:22, Possible Drizzle ,1.3
92117,73f23834-c0ae-4e39-b496-4132377bd09b,Theatre District,North End,1.0,19.5,Uber,2018-11-28 14:56:09, Partly Cloudy ,1.57
490991,5fcfc767-3295-42a3-877e-1b695c1e4f06,Beacon Hill,Boston University,1.25,16.5,Lyft,2018-12-10 01:58:38, Clear ,2.39
174668,c1d94f43-b373-499d-b8cd-2e2dd80f00e0,North End,North Station,1.0,8.0,Uber,2018-12-02 06:27:59, Overcast ,1.03
260971,b809c698-aa02-4f8d-a13e-24b70574a6fe,Boston University,Theatre District,1.0,16.5,Lyft,2018-12-14 05:50:11, Overcast ,2.98
335628,55171674-804f-4394-bbf3-5459e6bcfb81,Fenway,North Station,1.0,10.5,Uber,2018-12-15 21:15:07, Partly Cloudy ,3.07
516707,83db0f28-5240-4796-a974-addaa696d1e5,South Station,Financial District,1.0,4.5,Uber,2018-12-04 06:03:01, Overcast ,0.63
546127,ce6198b7-8e69-4619-88cb-2e575e69b588,Back Bay,Haymarket Square,1.0,32.5,Lyft,2018-11-30 08:27:55, Clear ,2.24
425760,439faf75-4e95-4a55-8bd6-64e557363fe1,North End,Theatre District,1.0,14.0,Uber,2018-11-29 21:58:03, Partly Cloudy ,1.41
124947,908b65d2-e699-4b23-979c-35c2031cda4f,South Station,Beacon Hill,1.0,22.5,Uber,2018-12-17 17:30:07, Overcast ,2.58
360256,5226e530-01e5-4efe-8681-ca3ffc5a1b39,Back Bay,South Station,1.0,17.5,Uber,2018-12-04 04:58:02, Mostly Cloudy ,3.45
531924,c7f02e5b-bb68-41dc-88af-a90487ee3344,South Station,Back Bay,1.0,38.0,Lyft,2018-12-18 01:55:12, Mostly Cloudy ,3.27
594462,6e2f0c24-f544-41db-9f7b-5218ba6c2fa2,Back Bay,Fenway,1.0,7.0,Uber,2018-11-27 23:33:26, Partly Cloudy ,1.34
66202,3ee124e8-4efd-4723-b391-c31badcc31a3,Fenway,Back Bay,1.0,15.0,Uber,2018-12-02 03:03:00, Mostly Cloudy ,1.5
486645,2b85030d-e2c7-45af-8717-8643c48f8a16,Haymarket Square,Financial District,1.0,26.5,Uber,2018-12-15 22:45:12, Partly Cloudy ,1.0
546680,40fed739-d3bf-4b0f-b36e-9ca0a2d70f28,South Station,Theatre District,1.0,16.5,Lyft,2018-11-30 11:33:01, Clear ,1.2
379674,08652c4c-d579-4021-ae5a-c87ae21d225d,North Station,Northeastern University,1.0,7.0,Lyft,2018-12-15 08:55:10, Overcast ,3.33
54566,77a20fb2-832f-4ba1-8b6a-e5f5d679258e,South Station,North Station,1.0,22.5,Lyft,2018-11-27 22:21:22, Partly Cloudy ,1.79
279362,265f0eed-8a09-447c-bf41-9b69a0762bac,Fenway,North Station,1.0,11.5,Uber,2018-12-03 21:03:04, Partly Cloudy ,3.07
11776,1798fba2-9e6e-4ee5-891e-1f1657a04840,Financial District,Haymarket Square,1.0,26.0,Lyft,2018-12-13 04:35:00, Clear ,1.3
3520,5f0f840a-a61f-4f58-b367-b7390ad45072,South Station,Financial District,1.0,27.5,Lyft,2018-12-04 05:18:01, Mostly Cloudy ,0.56
602579,e4dd5ba5-4aa4-47d7-8638-6baf4b724cb0,Fenway,Theatre District,1.5,16.5,Lyft,2018-12-18 06:15:09, Overcast ,2.51
541148,b8b7a6f6-4643-43b7-9559-42d2e03d863c,Theatre District,Fenway,1.0,17.5,Uber,2018-12-01 00:53:01, Overcast ,2.66
330778,5dcd2a04-3469-4191-8717-968db7eeb693,Fenway,North Station,1.0,34.0,Lyft,2018-12-17 05:45:10, Drizzle ,3.25
642131,0146012a-0d40-429c-a8c0-b7a951a63688,North Station,Boston University,1.0,18.0,Uber,2018-11-29 12:13:01, Partly Cloudy ,3.01
578246,4a8789b1-dd03-4f73-92fe-c5216c02d971,Beacon Hill,Haymarket Square,1.0,13.5,Lyft,2018-12-17 18:15:11, Overcast ,1.34
625787,aee92295-7835-4636-ad71-5ceb0c9fa3ea,North Station,North End,1.0,7.5,Uber,2018-12-15 17:10:03, Mostly Cloudy ,1.08
572172,42266d51-b88a-4e1b-bccf-bdbef669193b,Fenway,North Station,1.0,7.0,Lyft,2018-12-14 22:30:09, Mostly Cloudy ,3.25
392801,640d3d0d-5447-4c46-9c15-40f689d6a9df,South Station,Back Bay,1.0,32.0,Uber,2018-12-01 03:32:59, Mostly Cloudy ,3.44
461004,d95075e8-db74-4307-b66a-4ba790888f9b,Boston University,Beacon Hill,1.0,16.0,Uber,2018-11-26 06:28:02, Overcast ,2.79
593091,420a56c4-4972-41a8-858c-9921de5ecedd,Fenway,Beacon Hill,1.0,9.0,Uber,2018-12-18 19:15:09, Clear ,2.46
649041,cafee224-f9df-47f5-b960-22dcf6b5cbcd,Financial District,Fenway,1.0,15.0,Uber,2018-12-16 17:10:10, Overcast ,4.48
598932,ae5fd46a-96c2-483b-99c8-836ab242179e,North Station,Boston University,1.0,7.0,Lyft,2018-12-02 18:03:05, Light Rain ,3.15
207325,6abcc5a8-a48a-46da-82a2-ea1143e4d099,Haymarket Square,Financial District,1.0,8.0,Uber,2018-11-29 15:28:03, Partly Cloudy ,0.99
290496,c2b900e4-c0d1-4506-838b-39532d8aaf46,Beacon Hill,Northeastern University,1.0,10.5,Uber,2018-12-17 16:35:03, Overcast ,1.97
480565,90a02404-0c0c-42d3-a0c6-99c57a1985a8,Boston University,Back Bay,1.0,12.0,Uber,2018-11-26 09:14:12, Overcast ,1.56
98457,5c07211c-d41d-477b-9671-ab70535c857e,South Station,North Station,1.0,30.0,Lyft,2018-11-27 02:24:22, Rain ,2.32
191972,21567dd6-7aa4-4789-aed9-e980b1e82d6c,Haymarket Square,Back Bay,1.0,8.5,Uber,2018-12-02 02:37:58, Partly Cloudy ,1.79
25929,5716a6cf-c817-4c21-a060-fce8ae0d4101,West End,Fenway,1.0,10.5,Uber,2018-12-02 10:53:04, Light Rain ,2.84
530906,87b38e51-c288-4e1c-bba7-13ce5e121a31,North End,Back Bay,1.0,7.0,Lyft,2018-11-29 04:57:47, Mostly Cloudy ,2.55
412927,984a8348-04a5-49fa-834d-033bb78fa0fe,Northeastern University,Theatre District,1.0,5.0,Lyft,2018-11-29 13:28:03, Clear ,2.02
524010,0b3059ed-fe12-4c35-91ef-ef1b80d2fe50,West End,Boston University,1.0,16.0,Uber,2018-12-15 11:50:07, Overcast ,2.8
276116,8a4350fa-9277-490f-b295-52f73e908a55,Back Bay,Haymarket Square,1.0,10.5,Lyft,2018-12-17 10:55:13, Possible Drizzle ,2.3
368945,6454dd34-4351-4091-b3d1-c36ceb3d7044,Haymarket Square,Financial District,1.0,3.0,Lyft,2018-12-17 08:40:13, Light Rain ,1.07
108300,2747de1c-e267-4f0c-b98a-7b75ffcfb2ee,Back Bay,Northeastern University,1.0,12.0,Uber,2018-12-02 00:52:56, Clear ,1.22
367903,b67b076a-9c91-4834-b346-6e4f6b754eb7,Northeastern University,Beacon Hill,1.0,16.5,Lyft,2018-11-29 22:32:58, Partly Cloudy ,2.43
451264,1da42d6f-073c-45af-a89f-64c33c8ec29b,Boston University,North Station,1.0,12.0,Uber,2018-11-28 23:38:38, Overcast ,3.39
577709,2ef31d38-535d-4702-be1a-bef8c101ad18,Theatre District,Northeastern University,1.0,8.0,Uber,2018-11-29 15:03:01, Partly Cloudy ,1.8
539332,0a5dc662-6c32-4db2-9212-45ab9b81792e,North Station,South Station,1.0,20.5,Uber,2018-11-29 00:05:07, Mostly Cloudy ,2.17
70126,8b5b25d5-51dc-4761-96c4-c0afa0dcb411,Boston University,Theatre District,1.0,9.5,Uber,2018-11-30 01:37:57, Clear ,2.98
652159,4bf2be81-4440-4848-aad8-e159993c076c,Fenway,Beacon Hill,1.0,8.5,Uber,2018-11-30 17:13:06, Mostly Cloudy ,2.46
200764,fc56377e-82c5-4019-b674-ff61cfc075d6,Beacon Hill,North End,1.0,9.0,Lyft,2018-12-14 04:40:09, Overcast ,2.07
204603,0182a756-a1ab-4d47-9ae2-d03cbc013735,Theatre District,Fenway,1.0,22.5,Lyft,2018-12-15 12:10:06, Overcast ,3.16
348189,032db2e2-7287-465a-a12c-de8229d9e007,North Station,North End,1.0,7.0,Uber,2018-12-17 23:20:14, Overcast ,1.08
89147,9fbb4b99-1d58-4427-8401-63f72ecb770c,South Station,Theatre District,1.0,7.0,Lyft,2018-12-15 01:50:09, Overcast ,1.09
660950,d1106b3c-2ee5-406f-8cec-bfd6be2d9677,Haymarket Square,Financial District,1.0,16.5,Lyft,2018-12-03 15:42:59, Mostly Cloudy ,1.05
83929,94f2faa8-dadb-4e07-bbb7-34c975cc05f2,Fenway,Theatre District,1.0,16.5,Lyft,2018-12-01 22:08:07, Partly Cloudy ,2.72
679977,0be49c33-d917-483f-9300-4dd54f4cf842,Theatre District,Haymarket Square,1.0,8.5,Uber,2018-12-14 11:55:15, Partly Cloudy ,1.61
658397,2b40f21b-6ca5-40cb-adc4-ae3de031ceac,Fenway,Financial District,1.0,26.0,Lyft,2018-12-17 16:25:07, Overcast ,4.34
70273,c3ea5554-ce2b-4a05-8bcd-2aea05796f9d,Beacon Hill,South Station,1.0,19.5,Uber,2018-12-03 03:38:05, Overcast ,2.48
362532,fe64b7c2-b920-42d4-8659-e9828497e8bc,Back Bay,Haymarket Square,1.0,22.5,Lyft,2018-12-18 05:00:04, Overcast ,2.31
575952,896b15ec-21e4-493a-8d1d-300c3beaa356,Boston University,North Station,1.0,27.0,Uber,2018-11-27 10:21:22, Light Rain ,3.39
682328,69b75b95-cfec-4693-aafd-5d9d49e5ff37,Fenway,North Station,1.0,11.5,Uber,2018-12-13 18:15:11, Mostly Cloudy ,3.07
288836,ce53ea70-fae2-446f-935f-1aed9b30cd02,North Station,South Station,1.0,13.5,Lyft,2018-11-27 14:24:22, Overcast ,1.54
214990,f36da47a-0618-415e-b797-a257543abb13,South Station,Theatre District,1.0,15.0,Uber,2018-11-29 16:13:07, Mostly Cloudy ,1.3
285066,65c93cfd-913e-4ba1-b7a2-5c78b4b3e4c1,Fenway,North Station,1.0,30.0,Lyft,2018-11-30 05:38:03, Clear ,3.23
597465,40532722-5ad1-4034-bf61-146afe2b901e,North Station,North End,1.0,13.5,Lyft,2018-12-02 23:57:58, Overcast ,1.04
465507,dd87ec57-121b-4aaa-8b0e-5e25fc331815,North Station,Northeastern University,1.0,22.5,Lyft,2018-11-26 23:06:10, Light Rain ,3.33
308956,bdb814ec-dbca-48f7-8a86-841a50f2e291,Fenway,Back Bay,2.0,26.0,Lyft,2018-12-18 01:20:09, Mostly Cloudy ,1.5
53789,709400f3-73a8-4bca-95c8-22426eab19d1,Beacon Hill,Northeastern University,1.0,22.5,Lyft,2018-12-17 17:35:03, Overcast ,2.46
331270,a565ef94-df0c-42bf-9029-7585f2c1b150,Back Bay,Fenway,1.0,7.5,Uber,2018-12-03 06:03:00, Foggy ,1.34
562158,0823ffbc-2c84-4024-b926-880ada50b1e4,Haymarket Square,North Station,1.0,5.5,Uber,2018-12-15 14:35:07, Overcast ,0.49
210510,5514536e-5801-4d0e-a1ae-f1a3859a789c,Theatre District,Fenway,1.0,16.0,Uber,2018-12-13 14:25:08, Partly Cloudy ,2.66
119336,a019277a-030b-423f-ad82-bef518e35313,North Station,Fenway,1.0,27.5,Lyft,2018-11-27 11:48:23, Light Rain ,3.15
96215,7f72e43f-b419-4818-a1e0-d4a2db317417,North Station,Northeastern University,1.0,16.5,Lyft,2018-11-27 18:18:22, Overcast ,3.25
600574,73942c8a-f336-45cb-9245-0dce73cd9b71,Boston University,West End,1.0,9.5,Uber,2018-12-14 04:35:09, Overcast ,3.04
532486,00d94ff4-665c-47b5-9504-8fa750786674,Boston University,North Station,1.0,32.5,Lyft,2018-12-14 11:30:08, Partly Cloudy ,3.42
238290,d71b99ae-c2a7-42c8-92ba-72b096c04179,Theatre District,Fenway,1.0,32.5,Lyft,2018-12-03 10:38:03, Overcast ,3.17
406865,9d5b1289-a5e6-4e50-818a-abfde45697b0,Theatre District,Boston University,1.0,25.0,Uber,2018-11-29 16:13:03, Mostly Cloudy ,2.62
657390,2b71a9bb-1c37-491f-bb96-152e04b6b306,Northeastern University,West End,1.0,22.5,Lyft,2018-12-17 23:10:14, Overcast ,2.73
690045,9aa482de-d4ad-4f2b-a2ab-d6bd6c9d33a4,Northeastern University,West End,1.0,29.5,Uber,2018-12-16 14:30:07, Overcast ,2.86
587273,d34ffb99-00b1-4b9a-9bc1-52cf2426d6e7,Boston University,North Station,1.0,26.0,Uber,2018-12-14 22:15:12, Mostly Cloudy ,3.39
198725,49915a24-89f8-4cc7-b214-761cef102db0,Haymarket Square,Financial District,1.0,13.5,Lyft,2018-12-17 23:05:05, Overcast ,0.99
431197,2f41cf74-694f-40ee-b520-f4531620ac6a,Financial District,Fenway,1.0,22.5,Lyft,2018-11-27 23:57:22, Partly Cloudy ,4.6
284502,509afea8-44c3-461e-80ae-a8fc40bebe80,North End,Back Bay,1.0,22.5,Lyft,2018-11-27 22:54:22, Partly Cloudy ,2.87
139814,ab8b431e-8f9e-4f09-aa04-fa3a506ab613,Boston University,Beacon Hill,1.0,9.5,Uber,2018-12-04 04:18:02, Mostly Cloudy ,2.79
